Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,Complain,Response,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases
1978,PG,Single,35544.0,08-03-2014,77,0,0,1,67,0,6
1954,PG,relationship,36634.0,28-05-2013,0,0,0,1,335,0,15
1954,PG,relationship,62670.0,02-02-2014,57,0,0,1,825,0,22
1972,PG,relationship,50334.0,24-07-2013,24,0,0,1,694,0,23
1958,PG,Single,50729.0,02-05-2013,62,0,0,2,496,0,24
1968,PG,relationship,34916.0,15-05-2013,89,0,0,2,231,0,13
1976,PG,Single,64892.0,29-05-2014,77,0,0,1,902,0,24
1966,PG,Single,43602.0,10-01-2014,45,0,0,2,68,0,9
1989,PG,Single,33996.0,11-09-2013,46,0,0,0,71,0,6
1985,PG,Single,41473.0,19-06-2013,80,0,0,1,76,0,6
1967,PG,relationship,63246.0,20-08-2013,60,0,0,2,772,0,22
1959,PG,relationship,36732.0,29-12-2013,71,0,0,2,47,0,9
1970,PG,relationship,69084.0,19-11-2013,43,0,0,1,1586,0,25
1967,PG,relationship,77766.0,22-02-2013,97,0,1,1,1529,1,34
1985,PG,Single,37929.0,30-07-2013,49,0,1,0,265,2,13
1951,PG,relationship,86610.0,05-09-2013,66,0,0,0,1603,0,18
1955,PG,relationship,72635.0,03-06-2013,54,0,0,0,981,1,21
1970,PG,relationship,69016.0,22-11-2012,61,0,0,1,1533,0,34
1991,PG,relationship,20193.0,28-11-2012,18,0,0,0,82,0,7
1975,PG,relationship,27573.0,25-03-2013,45,0,0,1,244,0,14
1979,UG,Single,15862.0,27-06-2013,26,0,0,1,36,0,5
1976,PG,relationship,49544.0,12-02-2013,0,0,0,1,404,0,16
1980,PG,relationship,33228.0,23-01-2014,28,0,0,1,71,0,6
1978,PG,relationship,70440.0,08-10-2013,49,0,0,0,1572,1,23
1971,PG,relationship,38232.0,17-01-2014,84,0,0,2,122,0,11
1955,PG,relationship,22554.0,03-11-2012,38,0,0,2,41,0,10
1983,PG,relationship,23536.0,04-06-2014,53,0,0,1,10,0,4
1952,PG,relationship,49413.0,25-10-2013,88,0,0,1,304,0,13
1969,PG,relationship,42231.0,25-03-2014,99,0,0,2,37,0,5
1968,PG,relationship,56534.0,23-07-2013,35,0,1,1,815,2,25
1971,PG,Single,58350.0,04-01-2013,5,0,0,1,1001,0,27
1989,PG,Single,81217.0,19-07-2013,77,0,0,0,1157,0,22
1951,PG,Single,49090.0,19-07-2013,45,0,0,1,688,0,21
1987,PG,Single,61787.0,06-07-2013,71,0,0,0,1319,0,19
1985,PG,relationship,18169.0,19-02-2013,40,0,0,1,21,0,4
1981,PG,Single,24336.0,27-08-2012,82,0,0,1,31,0,4
1990,PG,relationship,18222.0,31-12-2012,70,0,0,0,67,0,6
1952,PG,Single,62335.0,23-05-2013,87,0,0,1,708,0,21
1971,PG,relationship,42033.0,19-09-2012,95,0,0,2,25,0,4
1983,PG,relationship,86580.0,27-02-2013,72,0,0,0,746,1,11
1957,PG,Single,41437.0,22-09-2012,5,0,0,2,32,0,5
1951,PG,Single,73705.0,05-03-2014,86,0,0,2,1695,0,25
1976,PG,relationship,61064.0,31-08-2012,80,0,0,1,1080,0,28
1955,PG,relationship,38452.0,30-03-2014,62,0,0,2,72,0,9
1989,PG,Single,18358.0,20-11-2013,49,0,0,1,57,0,10
1973,PG,relationship,55012.0,21-03-2014,85,0,0,1,660,0,25
1973,UG,relationship,9722.0,02-10-2012,7,0,1,1,103,0,11
1984,PG,relationship,38175.0,23-09-2013,6,0,0,1,153,0,11
1956,PG,relationship,58656.0,20-09-2012,25,0,0,1,1220,1,32
1965,PG,relationship,52117.0,16-08-2012,55,0,0,1,279,0,13
1978,PG,relationship,64813.0,02-01-2014,81,0,0,1,745,0,20
1973,PG,relationship,54222.0,01-03-2014,98,0,0,1,264,0,12
1959,PG,relationship,77520.0,28-08-2013,30,0,1,1,1526,3,23
1978,PG,relationship,41154.0,09-04-2013,98,0,0,1,69,0,6
1966,PG,relationship,80398.0,10-11-2012,92,0,0,0,1597,1,26
1992,UG,Single,18746.0,29-05-2014,41,0,0,1,64,0,8
1984,PG,relationship,35196.0,13-11-2012,68,0,0,1,497,0,18
1956,PG,Single,60230.0,20-05-2013,78,0,0,1,1067,0,17
1977,PG,relationship,22108.0,08-05-2014,46,0,0,2,31,0,7
1974,PG,relationship,44392.0,05-09-2013,71,0,0,2,211,0,14
1976,PG,relationship,55424.0,25-11-2012,6,0,1,1,877,1,25
1979,PG,relationship,17688.0,13-01-2013,82,1,0,1,11,0,4
1962,PG,Single,82571.0,02-04-2014,28,0,0,0,1686,1,24
1982,PG,Single,38513.0,28-01-2014,20,0,1,1,324,0,17
1979,PG,Single,16653.0,18-04-2014,10,0,1,1,69,0,9
1955,PG,relationship,42586.0,29-10-2012,7,0,1,2,252,0,16
1965,UG,Single,23529.0,07-01-2013,67,0,0,1,54,0,5
1961,PG,relationship,74881.0,08-03-2013,48,0,0,2,964,0,27
1951,PG,relationship,71107.0,17-02-2013,61,0,0,1,1327,0,28
1964,PG,relationship,46910.0,23-03-2014,36,0,0,2,68,0,7
1959,PG,relationship,18690.0,28-12-2012,77,0,0,0,60,0,5
1955,PG,Single,37244.0,27-04-2013,90,0,0,2,55,1,5
1966,PG,relationship,82427.0,12-03-2014,35,0,0,0,1456,1,21
1958,PG,Single,75342.0,06-05-2013,38,0,0,1,563,0,18
1954,PG,Single,70044.0,18-02-2013,46,0,0,1,1504,0,26
1967,PG,Single,79146.0,24-04-2014,33,0,0,2,564,0,19
1963,PG,relationship,77437.0,26-11-2013,70,0,0,0,1125,1,23
1959,PG,relationship,54984.0,24-05-2014,51,0,0,1,358,1,17
1971,PG,relationship,42403.0,11-12-2013,18,0,0,1,42,0,5
1964,PG,relationship,55761.0,24-04-2014,97,0,0,1,184,1,10
1983,PG,relationship,37292.0,18-04-2013,32,0,0,1,460,0,19
1945,PG,Single,45576.0,28-05-2014,9,0,1,0,145,0,8
1947,PG,relationship,70321.0,16-01-2013,6,0,1,0,1376,0,25
1969,PG,Single,58086.0,20-01-2013,80,0,0,1,792,0,23
1952,PG,relationship,81795.0,26-10-2012,74,0,0,0,1382,0,23
1947,UG,relationship,28389.0,20-11-2012,49,0,0,0,28,0,4
1946,PG,relationship,66835.0,28-09-2013,21,0,0,0,1033,0,24
1969,PG,Single,69901.0,29-05-2013,95,0,0,1,882,0,23
1961,PG,relationship,63342.0,16-10-2012,48,0,1,1,1101,1,19
1974,PG,relationship,44989.0,12-09-2012,26,0,0,1,369,0,16
1980,PG,Single,31859.0,27-02-2014,3,0,0,1,48,0,5
1949,PG,Single,51569.0,12-02-2013,39,0,1,1,467,1,19
1971,PG,Single,30372.0,25-12-2012,33,0,0,2,44,0,8
1979,UG,Single,16014.0,17-03-2013,42,0,0,2,38,0,10
1968,PG,relationship,41120.0,06-11-2013,80,0,0,2,81,0,9
1971,PG,Single,39763.0,04-08-2013,9,0,1,1,167,0,10
1955,PG,relationship,38725.0,10-05-2014,52,0,0,2,45,0,7
1972,PG,relationship,77981.0,26-05-2013,78,0,0,1,664,0,21
1964,PG,relationship,62905.0,10-09-2013,68,0,0,1,622,0,20
1979,PG,Single,13533.0,10-03-2013,45,0,0,1,48,0,7
1975,PG,relationship,59481.0,23-10-2013,47,0,0,1,461,0,16
1977,PG,relationship,72117.0,20-08-2013,34,0,0,1,1073,0,26
1986,PG,relationship,21955.0,07-09-2013,81,0,0,1,55,0,8
1956,PG,relationship,67131.0,26-03-2013,72,0,0,1,976,0,26
1980,PG,Single,36802.0,16-06-2014,23,0,0,1,20,0,5
1982,PG,relationship,71853.0,08-05-2013,29,0,0,0,1149,0,17
1961,UG,relationship,28249.0,15-06-2014,80,0,0,0,43,0,6
1975,PG,relationship,47808.0,20-10-2013,30,0,0,1,224,1,10
1974,PG,Single,25509.0,18-09-2012,15,0,1,1,101,0,9
1946,PG,relationship,51012.0,18-04-2013,86,0,0,0,209,0,10
1985,PG,Single,70596.0,05-10-2012,68,0,0,0,968,0,21
1952,PG,relationship,85431.0,08-06-2013,54,0,0,0,1165,0,17
1967,PG,relationship,42664.0,18-03-2014,44,0,0,1,24,0,5
1955,PG,relationship,42586.0,29-10-2012,7,0,1,2,252,0,16
1985,PG,Single,29760.0,29-08-2012,87,0,0,1,165,0,12
1977,PG,relationship,28973.0,13-10-2012,59,0,0,0,269,0,13
1973,PG,relationship,39435.0,06-08-2013,16,0,0,1,102,0,7
1984,PG,relationship,65370.0,01-08-2013,1,0,0,0,461,0,19
1979,UG,Single,20194.0,17-12-2012,64,0,0,1,47,0,7
1976,PG,Single,42473.0,17-02-2014,72,0,0,2,144,0,10
1968,PG,relationship,64590.0,14-10-2012,98,0,0,0,1338,0,24
1959,PG,relationship,71232.0,28-11-2013,91,0,0,1,917,0,25
1971,PG,relationship,34600.0,01-01-2013,8,0,1,2,318,0,17
1967,PG,Single,46904.0,03-11-2012,20,0,0,2,253,0,14
1973,PG,relationship,49094.0,21-09-2012,6,0,0,1,502,0,20
1983,PG,relationship,36075.0,09-12-2013,54,0,0,1,119,0,7
1979,PG,relationship,60839.0,28-08-2012,72,0,0,2,1250,0,29
1979,PG,relationship,77298.0,02-11-2013,46,0,0,1,969,0,24
1950,PG,relationship,34026.0,05-08-2013,11,0,0,2,76,0,9
1963,PG,Single,48918.0,12-04-2014,21,0,0,2,62,0,7
1962,PG,relationship,82122.0,15-08-2013,89,0,0,0,1382,1,26
1976,PG,Single,37697.0,07-02-2014,82,0,0,1,84,0,7
1952,PG,relationship,34074.0,13-07-2013,69,0,0,2,255,1,14
1960,PG,relationship,28520.0,14-06-2013,55,0,0,2,43,0,5
1955,PG,Single,62535.0,03-10-2013,13,0,0,1,398,0,14
1977,PG,Single,36273.0,16-04-2014,80,0,0,1,76,0,8
1964,PG,relationship,63404.0,06-06-2014,97,0,0,2,902,1,15
1981,PG,relationship,75774.0,02-05-2014,27,0,0,1,823,0,21
1976,PG,relationship,78416.0,27-06-2014,99,0,0,1,1179,0,26
1951,PG,relationship,59385.0,28-04-2013,85,0,0,2,185,0,10
1966,PG,Single,37070.0,20-03-2013,30,0,1,2,433,0,23
1951,PG,relationship,44689.0,10-01-2014,82,0,0,2,34,1,6
1958,PG,relationship,53977.0,08-06-2013,21,0,0,1,907,0,27
1966,PG,Single,7144.0,07-12-2013,92,0,0,2,416,0,25
1964,PG,Single,18701.0,04-06-2013,95,0,0,2,44,0,10
1956,PG,relationship,90369.0,28-04-2014,2,0,1,0,1588,0,17
1966,PG,relationship,37758.0,04-10-2012,49,0,0,2,40,0,6
1963,PG,Single,46757.0,16-11-2012,71,0,0,1,1143,0,21
1969,PG,relationship,79734.0,28-06-2014,72,0,0,0,914,1,14
1992,PG,relationship,63207.0,20-01-2013,68,0,0,0,1502,1,12
1954,PG,Single,72071.0,14-02-2013,4,0,0,1,1338,0,20
1983,PG,relationship,21840.0,21-07-2013,80,0,0,1,27,0,5
1982,PG,relationship,58582.0,28-09-2013,15,0,0,1,763,1,22
1951,PG,Single,72282.0,19-07-2013,70,0,1,0,1331,0,22
1956,PG,relationship,50387.0,31-08-2013,91,0,0,2,525,0,19
1961,PG,relationship,32583.0,15-06-2014,10,0,0,2,9,0,4
1962,PG,relationship,62568.0,07-04-2014,99,0,0,1,953,1,16
1971,PG,Single,44635.0,11-10-2013,25,0,0,2,68,0,7
1971,PG,Single,33316.0,04-10-2013,34,0,0,2,131,0,10
1968,PG,relationship,63967.0,09-08-2013,57,0,0,1,882,0,23
1978,PG,relationship,52513.0,04-09-2012,84,0,0,0,1149,0,25
1969,PG,relationship,25293.0,15-09-2013,51,0,0,1,37,0,5
1965,PG,Single,54111.0,25-08-2013,97,0,0,1,388,0,15
1986,PG,relationship,78394.0,15-02-2013,13,0,1,0,1428,0,16
1958,PG,relationship,80739.0,23-05-2013,92,0,0,0,1633,0,24
1975,PG,relationship,22669.0,22-05-2013,30,0,1,1,173,0,10
1987,PG,Single,29236.0,08-10-2013,30,0,0,1,99,0,9
1959,PG,relationship,44911.0,15-03-2013,11,0,0,1,215,0,12
1962,PG,relationship,54693.0,17-02-2013,72,0,0,1,929,0,31
1974,PG,relationship,48186.0,20-03-2014,39,0,0,1,219,0,12
1977,PG,relationship,54809.0,11-09-2013,0,0,1,2,174,0,12
1978,PG,relationship,41580.0,10-12-2012,15,0,0,2,92,0,9
1970,PG,relationship,80336.0,09-09-2013,12,0,0,0,1052,0,25
1957,PG,relationship,47743.0,22-03-2013,56,0,0,1,275,1,14
1955,PG,relationship,62972.0,03-08-2012,39,0,0,1,587,0,16
1954,PG,Single,57333.0,22-09-2012,55,0,1,1,1662,0,33
1982,PG,relationship,32313.0,11-02-2013,60,0,0,1,159,0,11
1953,PG,Single,84953.0,03-06-2013,73,0,1,0,1024,3,18
1968,PG,Single,27071.0,23-04-2014,90,0,0,1,35,0,7
1957,PG,relationship,68148.0,31-08-2013,86,0,0,0,1042,0,15
1965,PG,relationship,65735.0,07-12-2013,37,0,0,2,395,0,19
1975,PG,relationship,86836.0,12-09-2012,7,0,1,0,557,3,23
1963,PG,relationship,4023.0,23-06-2014,29,0,0,2,9,0,15
1990,PG,relationship,30093.0,08-07-2013,19,0,0,0,69,0,6
1966,PG,relationship,57705.0,11-01-2014,14,0,0,1,486,0,18
1988,PG,Single,25008.0,02-02-2014,72,0,0,1,34,0,6
1995,PG,Single,83257.0,18-09-2012,56,1,1,0,1365,2,28
1975,PG,relationship,22280.0,19-05-2013,85,0,0,1,13,0,4
1978,PG,relationship,72159.0,29-10-2012,62,0,0,0,1401,0,21
1961,PG,relationship,64260.0,11-01-2013,1,0,1,0,1574,0,14
1984,PG,Single,82733.0,10-09-2013,28,0,1,0,1323,0,20
1971,PG,Single,74290.0,12-08-2013,70,0,0,1,1217,2,32
1951,PG,Single,58217.0,17-11-2012,84,0,0,3,103,0,7
1976,PG,relationship,21024.0,04-07-2013,89,0,0,0,84,0,7
1972,PG,relationship,70116.0,26-01-2013,73,0,0,0,1536,0,23
1985,PG,relationship,54006.0,18-09-2012,42,0,0,1,581,0,18
1966,PG,relationship,69063.0,07-11-2012,16,0,0,1,928,0,14
1975,PG,Single,11448.0,15-12-2013,16,0,0,0,14,0,4
1979,PG,Single,61825.0,07-08-2013,56,0,0,1,424,0,15
1971,PG,relationship,70886.0,14-10-2013,65,0,0,1,960,0,14
1982,PG,relationship,69109.0,09-11-2012,10,0,1,0,1555,1,20
1973,PG,Single,60208.0,07-10-2012,13,0,1,2,656,1,29
1968,PG,relationship,32889.0,06-09-2013,78,0,0,2,55,0,9
1984,PG,Single,34738.0,11-05-2014,51,0,0,1,20,0,5
1971,PG,relationship,30538.0,01-10-2012,27,0,0,1,367,0,17
1967,PG,Single,26642.0,01-03-2014,71,0,0,1,42,0,7
1964,PG,Single,69932.0,12-06-2013,97,0,0,1,1049,0,26
1972,PG,Single,44503.0,16-04-2014,83,0,0,2,48,0,7
1948,PG,Single,60200.0,02-01-2013,3,0,0,1,685,0,25
1952,PG,Single,49638.0,19-04-2014,71,0,0,1,39,0,5
1987,PG,Single,23830.0,07-02-2014,3,0,0,0,43,0,5
1959,PG,Single,33051.0,16-08-2012,15,0,1,0,835,0,21
1958,PG,relationship,72905.0,21-01-2014,52,0,0,0,1515,1,20
1951,PG,relationship,69702.0,19-02-2013,8,0,0,1,1039,0,26
1975,PG,Single,70300.0,15-07-2013,89,0,0,1,1596,0,26
1969,PG,relationship,30396.0,30-04-2014,22,0,1,1,34,1,6
1968,PG,Single,50616.0,18-04-2014,56,0,0,1,149,0,10
1969,PG,Single,62772.0,19-05-2013,74,0,0,1,946,1,23
1985,PG,Single,30298.0,19-05-2014,48,0,0,0,28,0,6
1984,PG,Single,52413.0,03-11-2012,67,0,0,1,450,0,17
1957,PG,relationship,44155.0,19-01-2014,24,0,0,2,46,0,5
1975,PG,relationship,76532.0,09-09-2013,38,0,0,2,820,0,25
1982,PG,relationship,42081.0,26-02-2013,86,0,0,1,382,1,15
1985,PG,relationship,31158.0,27-01-2013,62,0,0,1,72,0,7
1968,PG,Single,61671.0,03-06-2014,23,0,0,1,732,2,28
1974,PG,Single,69719.0,26-05-2014,99,0,0,0,801,0,11
1949,PG,Single,49160.0,20-10-2013,29,0,0,1,236,0,12
1978,UG,relationship,24882.0,09-09-2012,52,0,0,1,80,1,5
1954,PG,Single,90933.0,31-03-2014,90,0,0,0,1685,1,15
1945,PG,Single,113734.0,28-05-2014,9,0,0,0,277,0,27
1950,PG,relationship,59292.0,13-06-2013,71,0,0,1,507,0,18
1964,PG,relationship,45759.0,23-02-2013,13,0,0,2,68,0,7
1983,PG,Single,22148.0,13-04-2014,16,0,0,0,49,0,5
1987,PG,relationship,73395.0,18-03-2014,94,0,0,0,397,0,15
1971,PG,Single,29819.0,24-10-2013,77,0,0,1,39,0,9
1968,PG,relationship,45688.0,25-01-2014,20,0,0,1,306,1,14
1954,PG,relationship,62820.0,11-05-2013,51,0,0,0,976,0,14
1971,PG,relationship,60491.0,06-09-2013,81,0,0,1,1028,0,28
1986,PG,relationship,33235.0,05-02-2014,71,0,0,1,70,0,7
1959,PG,relationship,35701.0,19-03-2013,36,0,0,0,46,0,5
1980,PG,relationship,31535.0,26-09-2013,95,0,0,1,51,1,5
1960,PG,relationship,92556.0,20-04-2014,32,0,0,0,1263,0,21
1970,PG,Single,67384.0,10-11-2012,32,0,0,1,1490,1,22
1971,PG,relationship,80573.0,14-10-2012,85,0,0,0,1564,0,24
1963,PG,Single,52278.0,25-01-2013,24,0,0,1,1198,0,31
1968,PG,Single,57107.0,24-08-2012,44,0,1,1,416,2,23
1990,PG,relationship,18929.0,16-02-2013,15,0,0,0,85,0,6
1981,PG,Single,36038.0,31-05-2013,82,0,0,1,47,0,8
1976,PG,Single,20180.0,20-02-2013,27,0,0,0,137,0,8
1965,PG,relationship,34230.0,26-12-2012,72,0,0,2,21,0,4
1977,PG,Single,31878.0,22-06-2014,7,0,0,1,70,0,6
1972,PG,relationship,70932.0,19-01-2014,57,0,0,1,909,0,22
1956,PG,Single,91249.0,20-10-2012,84,0,1,0,1676,4,22
1959,PG,Single,80982.0,08-01-2013,48,1,0,2,1191,0,30
1977,PG,relationship,22701.0,05-09-2013,2,0,0,1,24,0,5
1969,PG,relationship,55212.0,23-11-2012,65,0,0,1,1182,2,20
1970,PG,relationship,70617.0,23-06-2013,45,0,0,0,1280,0,14
1957,PG,Single,64849.0,13-11-2012,42,0,1,0,1336,0,19
1965,PG,relationship,62694.0,17-06-2013,29,0,0,2,749,0,24
1974,PG,relationship,61917.0,20-11-2013,83,0,0,2,91,0,7
1947,PG,relationship,67472.0,28-09-2013,93,0,0,1,414,0,15
1982,PG,relationship,21059.0,07-01-2014,40,0,0,1,44,0,9
1968,PG,relationship,29543.0,01-04-2014,47,0,0,2,63,0,8
1951,PG,relationship,75903.0,08-04-2013,50,0,0,1,901,0,23
1975,PG,relationship,34984.0,06-09-2012,40,0,0,2,38,0,6
1956,PG,Single,54998.0,10-03-2013,3,0,1,1,455,0,20
1949,PG,Single,54356.0,19-11-2012,62,0,1,1,775,0,24
1959,PG,relationship,34242.0,23-03-2014,25,0,0,1,15,0,4
1973,PG,relationship,25410.0,31-08-2013,48,0,0,1,38,0,6
1984,PG,relationship,73356.0,06-02-2014,56,0,1,0,1512,3,22
1950,PG,relationship,28320.0,14-01-2013,68,0,0,1,43,0,5
1977,PG,Single,23763.0,07-08-2012,64,0,0,1,42,0,5
1984,PG,relationship,72570.0,25-04-2014,67,0,0,0,1089,0,23
1976,PG,relationship,34529.0,14-09-2012,94,0,0,1,162,0,9
1951,PG,Single,70792.0,06-02-2013,82,0,0,0,1272,0,19
1982,PG,relationship,63211.0,02-11-2012,3,0,1,0,1173,0,20
1974,PG,relationship,83891.0,20-06-2014,24,0,0,1,816,0,22
1968,PG,Single,36065.0,31-03-2013,54,0,0,2,74,0,9
1954,PG,relationship,39898.0,12-02-2013,20,0,0,1,134,0,9
1940,PG,Single,51141.0,08-07-2013,96,0,0,0,157,0,9
1976,PG,relationship,56939.0,18-09-2013,19,0,0,1,561,0,18
1951,PG,Single,80872.0,12-05-2014,60,0,0,0,1336,0,19
1964,PG,Single,61798.0,23-11-2013,13,0,0,0,463,0,16
1950,PG,Single,76842.0,03-05-2014,37,0,0,0,1130,0,17
1976,PG,relationship,29478.0,17-01-2014,59,0,0,1,20,0,5
1956,PG,Single,46998.0,22-10-2012,55,0,0,1,377,1,18
1990,PG,Single,96843.0,23-04-2013,60,0,1,0,1544,1,28
1950,PG,Single,56551.0,07-05-2014,48,0,0,2,138,0,10
1965,PG,relationship,70053.0,03-07-2013,38,0,0,1,1012,0,26
1978,PG,relationship,44359.0,17-06-2014,19,0,0,2,45,0,9
1952,PG,Single,40887.0,06-05-2013,32,0,1,2,161,0,10
1966,PG,Single,48877.0,05-01-2014,27,0,0,1,144,0,8
1972,PG,relationship,64474.0,22-10-2013,59,0,0,1,823,0,22
1963,PG,relationship,77226.0,28-02-2014,29,0,0,1,1138,0,28
1949,PG,Single,72643.0,27-02-2013,60,0,1,0,1429,1,21
1978,PG,relationship,85738.0,23-01-2014,41,0,0,0,1371,2,21
1966,PG,Single,55686.0,14-02-2013,27,0,0,1,982,1,16
1983,PG,Single,39062.0,25-03-2014,28,0,0,1,44,1,5
1971,PG,relationship,34600.0,01-01-2013,8,0,1,2,318,0,17
1975,PG,relationship,40794.0,07-04-2013,18,0,0,1,434,0,16
1971,PG,relationship,54690.0,07-11-2013,76,0,0,2,198,0,12
1969,PG,relationship,4428.0,05-10-2013,0,0,0,1,359,0,25
1963,PG,relationship,32632.0,02-08-2012,32,0,0,0,576,0,18
1968,PG,Single,38236.0,20-09-2013,2,0,0,2,88,0,11
1979,PG,relationship,36781.0,10-04-2014,16,0,1,1,63,0,6
1984,PG,Single,31385.0,05-12-2012,56,0,1,1,27,1,4
1984,PG,relationship,24570.0,27-02-2013,97,0,0,1,193,0,11
1974,PG,Single,25509.0,18-09-2012,15,0,1,1,101,0,9
1962,PG,relationship,58646.0,10-06-2013,3,0,0,1,140,0,8
1975,PG,Single,53201.0,12-02-2013,49,0,0,2,415,0,22
1957,PG,relationship,21994.0,24-12-2012,4,0,0,1,22,0,4
1978,PG,relationship,57113.0,06-02-2013,45,0,0,2,263,0,16
1991,PG,relationship,51373.0,22-06-2013,37,0,0,0,393,0,12
1986,PG,relationship,23477.0,21-10-2013,39,0,0,1,147,0,10
1956,PG,relationship,58116.0,13-04-2014,38,0,0,1,443,0,16
1971,PG,relationship,39791.0,28-03-2013,89,0,0,1,174,0,10
1958,PG,Single,94472.0,03-04-2014,75,0,0,1,1691,2,16
1960,PG,relationship,13672.0,17-04-2013,86,0,0,2,25,0,6
1980,PG,relationship,96547.0,23-05-2014,4,0,1,0,809,3,21
1975,PG,relationship,79205.0,29-08-2012,73,0,1,0,895,1,16
1975,PG,relationship,56559.0,25-12-2012,46,0,0,1,484,0,18
1973,PG,relationship,32644.0,16-01-2013,38,0,0,1,413,1,18
1980,PG,Single,67506.0,02-01-2014,73,0,0,1,331,0,12
1970,PG,Single,24206.0,08-03-2013,66,0,0,1,25,0,5
1967,PG,Single,28420.0,24-12-2013,36,0,0,1,13,0,4
1970,PG,relationship,22979.0,06-09-2012,29,0,1,1,115,0,10
1966,PG,Single,33279.0,12-06-2014,29,0,0,0,16,0,4
1972,PG,Single,46423.0,18-09-2013,6,0,0,2,92,0,9
1977,PG,relationship,30368.0,07-11-2013,97,0,0,1,52,0,7
1970,PG,relationship,63684.0,26-11-2012,61,0,0,1,1464,0,23
1964,PG,Single,41638.0,13-02-2013,68,0,0,1,441,1,17
1959,PG,Single,68805.0,17-09-2013,73,0,0,1,283,0,12
1966,PG,relationship,65814.0,02-03-2014,90,0,0,1,747,0,23
1986,PG,Single,39146.0,14-02-2013,1,0,0,1,165,0,11
1981,UG,relationship,34445.0,27-01-2013,92,0,0,0,839,0,27
1958,PG,Single,68281.0,07-08-2012,31,0,1,0,1655,0,25
1975,PG,relationship,37284.0,29-03-2013,46,0,0,2,23,0,4
1983,PG,relationship,36790.0,01-03-2013,14,0,1,0,66,0,6
1967,PG,relationship,27943.0,15-04-2013,89,0,0,2,37,0,8
1951,PG,Single,22263.0,30-03-2014,31,1,0,2,21,0,6
1972,PG,relationship,30261.0,25-09-2012,75,0,0,3,22,0,4
1978,PG,relationship,28587.0,12-02-2014,42,0,0,1,78,0,9
1982,PG,relationship,43815.0,05-04-2013,53,0,0,1,79,0,6
1956,PG,relationship,48195.0,21-01-2014,53,0,0,2,265,0,17
1952,PG,relationship,77027.0,05-02-2014,23,0,0,1,1175,0,19
1965,PG,relationship,71322.0,16-02-2013,57,0,0,1,1305,0,28
1979,PG,relationship,32765.0,23-02-2014,49,0,0,1,46,0,8
1965,PG,relationship,29672.0,12-03-2013,6,0,0,2,25,0,4
1953,PG,Single,23272.0,17-10-2013,29,0,0,0,46,0,5
1949,PG,relationship,49912.0,07-09-2012,5,0,1,1,874,1,26
1985,PG,relationship,7500.0,01-08-2012,98,0,0,1,100,0,10
1947,PG,Single,68117.0,10-03-2013,80,0,1,1,930,1,25
1955,PG,relationship,67225.0,26-11-2013,4,0,0,1,868,0,23
1976,PG,relationship,17649.0,12-11-2013,70,0,0,1,45,0,9
1975,PG,relationship,55914.0,29-04-2013,32,0,0,1,1260,0,29
1984,PG,relationship,40059.0,28-09-2013,82,0,0,1,414,1,12
1950,PG,relationship,60905.0,05-12-2013,27,0,0,1,392,0,15
1977,PG,relationship,75330.0,04-10-2012,94,0,0,2,1109,0,29
1951,PG,Single,60689.0,01-06-2013,23,0,0,1,639,0,22
1984,PG,relationship,38680.0,28-03-2013,97,0,0,1,79,0,6
1982,PG,relationship,61416.0,08-02-2013,25,0,0,0,1665,1,24
1991,PG,Single,49767.0,02-05-2013,92,0,0,0,692,0,18
1970,PG,Single,83273.0,25-09-2012,98,0,0,3,1392,0,29
1981,PG,relationship,29009.0,29-11-2013,19,0,0,1,44,0,7
1979,PG,relationship,45057.0,01-12-2013,80,0,0,1,50,0,6
1971,PG,relationship,37150.0,11-09-2012,80,0,0,1,467,0,21
1970,PG,Single,43020.0,30-11-2013,79,0,0,1,223,0,12
1959,PG,relationship,53154.0,09-06-2014,50,0,0,1,158,0,9
1973,PG,relationship,65308.0,11-09-2013,60,0,0,0,1211,2,28
1970,PG,Single,76467.0,17-08-2012,44,0,1,1,1575,0,14
1947,PG,relationship,81044.0,27-12-2013,0,0,0,0,1208,0,22
1951,PG,relationship,32871.0,09-03-2013,28,0,0,2,43,0,5
1975,PG,Single,55801.0,22-09-2013,35,0,0,2,527,1,21
1959,PG,Single,76320.0,22-06-2014,49,0,0,1,932,0,15
1955,PG,Single,36927.0,02-06-2014,46,0,0,2,71,0,8
1953,PG,relationship,48794.0,26-06-2014,97,0,0,2,54,0,5
1965,PG,Single,23478.0,19-03-2013,51,0,0,0,129,0,7
1973,PG,Single,71128.0,06-10-2012,80,0,0,1,1615,0,27
1976,PG,Single,70179.0,21-07-2013,10,0,0,1,1034,0,26
1950,PG,relationship,59462.0,05-01-2013,29,0,0,1,1088,0,25
1969,PG,relationship,52247.25135379061,18-05-2013,52,0,0,2,721,0,25
1969,PG,relationship,38361.0,27-12-2013,74,0,0,1,137,0,10
1981,PG,Single,52247.25135379061,31-05-2013,82,0,0,1,47,0,8
1982,PG,relationship,70038.0,25-10-2013,54,0,0,0,1244,0,17
1978,PG,relationship,42554.0,12-01-2013,93,0,0,2,41,0,7
1974,PG,relationship,67445.0,12-08-2012,63,0,0,1,1174,0,32
1951,PG,Single,67046.0,06-01-2013,92,0,0,1,993,0,15
1948,PG,relationship,42192.0,06-09-2013,40,0,0,0,100,0,7
